"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.409603956E2,-1.285743952E0,-6.905099750E-2,6.291379929E-1
1.409654052E2,-1.113458991E0,-2.518799901E-1,7.462670207E-1
1.409704147E2,-8.553339839E-1,-4.307560027E-1,1.031453013E0
1.409754243E2,-5.320129991E-1,-6.164619923E-1,1.333662033E0
1.409804340E2,-2.148279995E-1,-7.976040244E-1,1.594756961E0
1.409854436E2,4.450400174E-2,-9.608010054E-1,2.115881920E0
1.409904531E2,3.390179873E-1,-1.121337056E0,2.753309965E0
1.409954627E2,5.389739871E-1,-1.256409049E0,3.311966896E0
1.410004722E2,7.414600253E-1,-1.343480945E0,3.878926039E0
1.410054820E2,9.011170268E-1,-1.396603942E0,4.297895908E0
1.410104915E2,9.302399755E-1,-1.342803955E0,4.566852093E0
1.410155011E2,8.891490102E-1,-1.330114961E0,4.712471008E0
1.410205106E2,7.054119706E-1,-1.321478009E0,4.606785774E0
1.410255202E2,3.718340099E-1,-1.335394025E0,4.408920765E0
1.410305298E2,-5.601799861E-2,-1.381721020E0,4.286516190E0
1.410355393E2,-4.702489972E-1,-1.423972964E0,4.197803974E0
1.410405491E2,-8.337820172E-1,-1.363072991E0,4.004837990E0
1.410455586E2,-1.210610032E0,-1.292436004E0,3.831455946E0
1.410505682E2,-1.244673014E0,-1.356299996E0,3.691756010E0
1.410555778E2,-1.208503008E0,-1.428570986E0,3.546611071E0
1.410605873E2,-1.134899974E0,-1.422387958E0,3.450360060E0
1.410655969E2,-1.004547954E0,-1.340026021E0,3.306797028E0
1.410706066E2,-8.220580220E-1,-1.223839998E0,3.139194965E0
1.410756162E2,-5.875740051E-1,-1.123448968E0,2.994554043E0
1.410806257E2,-2.129539996E-1,-1.058766961E0,2.809653044E0
1.410856352E2,3.060129881E-1,-1.086125016E0,2.659626961E0
1.410906449E2,9.238730073E-1,-1.043269038E0,2.528846979E0
1.410956544E2,1.434002042E0,-8.836150169E-1,2.304739952E0
1.411006639E2,1.817440987E0,-7.293099761E-1,2.126085043E0
1.411056737E2,2.079334974E0,-6.161720157E-1,1.985936999E0
1.411106833E2,2.181756020E0,-4.744240046E-1,1.793213010E0
1.411156929E2,2.168298960E0,-3.608219922E-1,1.530390978E0
1.411207024E2,2.003160000E0,-2.137610018E-1,1.269942045E0
1.411257119E2,1.770761013E0,-1.409409940E-1,9.923750162E-1
1.411307217E2,1.474936008E0,-7.172299922E-2,6.704999804E-1
1.411357312E2,1.117164969E0,-1.031399984E-2,4.035010040E-1
1.411407408E2,7.531870008E-1,5.779900029E-2,1.681510061E-1
1.411457504E2,4.380480051E-1,7.141499966E-2,3.719599918E-2
1.411507599E2,1.713930070E-1,9.127199650E-2,-3.786600009E-2
1.411557695E2,-1.051869988E-1,1.176730022E-1,-1.100810021E-1
1.411607792E2,-3.655830026E-1,1.317940056E-1,-1.533710063E-1
1.411657888E2,-5.829489827E-1,1.906190068E-1,-2.249999940E-1
1.411707983E2,-7.209489942E-1,2.311239988E-1,-3.677389920E-1
1.411758079E2,-6.452370286E-1,1.606370062E-1,-5.496060252E-1
1.411808175E2,-5.098209977E-1,5.086899921E-2,-7.377759814E-1
1.411858270E2,-4.607209861E-1,2.802599967E-2,-8.815990090E-1
1.411908366E2,-4.007419944E-1,8.864200115E-2,-1.087203979E0
1.411958463E2,-2.766230106E-1,1.084820032E-1,-1.271152973E0
1.412008559E2,-9.997200221E-2,1.034329981E-1,-1.543375969E0
1.412058654E2,7.819999754E-2,8.354800195E-2,-1.793696046E0
1.412108750E2,1.603379995E-1,6.760600209E-2,-1.840209961E0
1.412158846E2,2.215960026E-1,6.655099988E-2,-1.819586039E0
1.412208943E2,2.961710095E-1,7.854200155E-2,-1.839633942E0
1.412259039E2,3.519420028E-1,1.465059966E-1,-1.862051964E0
1.412309134E2,3.668920100E-1,1.792999953E-1,-1.934875965E0
1.412359230E2,4.309329987E-1,9.835699946E-2,-2.031564951E0
1.412409326E2,4.653570056E-1,4.687000066E-2,-2.209095955E0
1.412459421E2,4.226259887E-1,-3.267600015E-2,-2.453155994E0
1.412509519E2,3.531770110E-1,-4.033499956E-2,-2.668118954E0
1.412559614E2,3.410660028E-1,-5.485999957E-2,-2.916407108E0
1.412609710E2,3.552109897E-1,-1.103179976E-1,-3.262403011E0
1.412659806E2,3.015899956E-1,-1.781730056E-1,-3.583834887E0
1.412709901E2,2.259159982E-1,-2.640930116E-1,-3.830833912E0
1.412759997E2,2.390879989E-1,-2.866320014E-1,-3.979850054E0
1.412810092E2,3.151279986E-1,-3.170090020E-1,-4.066269875E0
1.412860190E2,3.799549937E-1,-3.195939958E-1,-4.094440937E0
1.412910285E2,4.473380148E-1,-2.562470138E-1,-4.047457218E0
1.412960380E2,5.156229734E-1,-1.889189929E-1,-3.864988089E0
1.413010477E2,6.190249920E-1,-1.447779983E-1,-3.621129990E0
1.413060572E2,7.165179849E-1,-6.088199839E-2,-3.325030088E0
1.413110667E2,7.488189936E-1,-1.971000107E-3,-3.043421030E0
1.413160765E2,8.462229967E-1,-6.759200245E-2,-2.752995014E0
1.413210860E2,8.868929744E-1,-1.515299976E-1,-2.465478897E0
1.413260956E2,7.061169744E-1,2.463299967E-2,-2.138571978E0
1.413311052E2,6.041579843E-1,6.182400137E-2,-1.772086024E0
1.413361148E2,6.016870141E-1,-6.469099969E-2,-1.421272993E0
1.413411243E2,5.231530070E-1,-1.437399983E-1,-1.157593012E0
1.413461341E2,3.579129875E-1,-2.369990051E-1,-8.550069928E-1
1.413511436E2,1.750179976E-1,-2.986080050E-1,-5.129569769E-1
1.413561532E2,8.720000042E-4,-3.999759853E-1,-2.109300047E-1
1.413611627E2,-1.807810068E-1,-4.567579925E-1,-4.222600162E-2
1.413661723E2,-3.024309874E-1,-5.190510154E-1,1.900780052E-1
1.413711818E2,-3.888120055E-1,-5.528879762E-1,4.415810108E-1
1.413761914E2,-3.991999924E-1,-5.559750199E-1,6.175680161E-1
1.413812011E2,-3.445760012E-1,-5.737040043E-1,7.651110291E-1
1.413862107E2,-3.079519868E-1,-6.430659890E-1,9.330589771E-1
1.413912202E2,-3.033599854E-1,-6.230490208E-1,1.123599052E0
1.413962298E2,-4.134710133E-1,-5.758990049E-1,1.279234052E0
1.414012394E2,-5.090780258E-1,-5.160089731E-1,1.523401976E0
1.414062491E2,-4.317870140E-1,-4.830139875E-1,1.724689960E0
1.414112587E2,-3.178690076E-1,-4.099270105E-1,1.851510048E0
1.414162682E2,-2.510319948E-1,-4.003919959E-1,1.913687944E0
1.414212778E2,-7.594399899E-2,-4.206129909E-1,2.039808989E0
1.414262874E2,1.823440045E-1,-4.068129957E-1,2.103876114E0
1.414312969E2,3.663049936E-1,-3.108690083E-1,2.106689930E0
1.414363067E2,5.065900087E-1,-2.295739949E-1,1.977671981E0
1.414413162E2,6.567440033E-1,-1.457840055E-1,1.699347019E0
1.414463257E2,7.330840230E-1,-1.266459972E-1,1.365216970E0
1.414513353E2,7.170280218E-1,-1.133570001E-1,9.002839923E-1
1.414563449E2,5.786269903E-1,-8.016499877E-2,4.499750137E-1
1.414613544E2,4.041959941E-1,3.500000093E-5,9.660500288E-2
1.414663640E2,1.412280053E-1,1.012680009E-1,-1.605589986E-1
1.414713737E2,-2.466019988E-1,1.967969984E-1,-2.321610004E-1
1.414763833E2,-6.689720154E-1,1.927450001E-1,-1.159799993E-1
1.414813928E2,-1.034065962E0,1.344860047E-1,2.136600018E-1
1.414864024E2,-1.278234005E0,8.313500136E-2,7.103800178E-1
1.414914120E2,-1.395030975E0,-1.175170019E-1,1.183218002E0
1.414964215E2,-1.444936037E0,-2.437009960E-1,1.697334051E0
1.415014313E2,-1.470538974E0,-2.908099890E-1,2.258830070E0
1.415064408E2,-1.472082973E0,-2.962940037E-1,2.784168959E0
1.415114504E2,-1.374833941E0,-3.183720112E-1,3.223046064E0
1.415164600E2,-1.324648023E0,-2.712219954E-1,3.501713991E0
1.415214695E2,-1.219923019E0,-2.303410023E-1,3.743201971E0
1.415264790E2,-1.124310970E0,-2.114389986E-1,3.751101017E0
1.415314888E2,-9.505950212E-1,-2.680349946E-1,3.546331882E0
1.415364984E2,-6.803159714E-1,-3.775669932E-1,3.272876978E0
1.415415079E2,-4.172410071E-1,-4.417510033E-1,2.850070953E0
1.415465175E2,-2.173999995E-1,-3.511199951E-1,2.354274988E0
1.415515271E2,-4.428000189E-3,-2.086340040E-1,1.851408958E0
1.415565366E2,1.051149964E-1,-5.637700111E-2,1.353608012E0
1.415615461E2,8.516299725E-2,6.439100206E-2,8.123310208E-1
1.415665559E2,1.200390011E-1,2.255280018E-1,4.278540015E-1
1.415715654E2,1.192860007E-1,3.762550056E-1,1.144919991E-1
1.415765750E2,2.487500012E-2,5.362039804E-1,-1.639209986E-1
1.415815846E2,-4.659999977E-4,5.990650058E-1,-4.085440040E-1
1.415865941E2,-7.780399919E-2,6.346930265E-1,-5.197870135E-1
1.415916037E2,-2.018689960E-1,6.422290206E-1,-4.983899891E-1
1.415966135E2,-2.511210144E-1,6.375920177E-1,-3.903650045E-1
1.416016230E2,-1.995369941E-1,6.328150034E-1,-2.902219892E-1
1.416066325E2,-1.252689958E-1,5.882599950E-1,-2.250850052E-1
1.416116421E2,-1.181610003E-1,6.514570117E-1,-1.130499989E-1
1.416166517E2,-1.471019983E-1,7.329000235E-1,-3.668300062E-2
1.416216615E2,-1.722790003E-1,7.194499969E-1,1.087499969E-2
1.416266710E2,-1.877059937E-1,6.965900064E-1,-8.725699782E-2
1.416316805E2,-1.929910034E-1,6.569290161E-1,-1.249380037E-1
1.416366901E2,-1.741019934E-1,6.232100129E-1,-2.361810058E-1
1.416416997E2,-1.708800048E-1,6.279379725E-1,-4.447889924E-1
1.416467092E2,-2.247429937E-1,6.028439999E-1,-7.247290015E-1
1.416517188E2,-2.816910148E-1,5.603740215E-1,-1.000007987E0
1.416567283E2,-2.631540000E-1,4.962989986E-1,-1.256400943E0
1.416617381E2,-2.687399983E-1,4.783399999E-1,-1.543408990E0
1.416667476E2,-2.956239879E-1,3.597170115E-1,-1.863823056E0
1.416717572E2,-3.725019991E-1,2.980329990E-1,-2.112495899E0
1.416767668E2,-4.346620142E-1,2.817580104E-1,-2.168212891E0
1.416817763E2,-5.193049908E-1,2.783280015E-1,-2.165139914E0
1.416867858E2,-6.617940068E-1,3.195109963E-1,-2.129807949E0
1.416917956E2,-8.332560062E-1,4.188489914E-1,-2.079451084E0
1.416968051E2,-9.197059870E-1,4.422470033E-1,-2.056982040E0
1.417018147E2,-9.272689819E-1,3.964000046E-1,-2.022667885E0
1.417068243E2,-8.667820096E-1,3.281300068E-1,-2.023319006E0
1.417118338E2,-7.939469814E-1,2.984159887E-1,-1.948153973E0
1.417168434E2,-7.528070211E-1,3.796049953E-1,-1.959831953E0
1.417218531E2,-7.621979713E-1,3.935970068E-1,-2.067853928E0
1.417268627E2,-6.589369774E-1,3.081510067E-1,-2.171673059E0
1.417318723E2,-5.106800199E-1,2.649970055E-1,-2.273699045E0
1.417368818E2,-3.523629904E-1,2.737840116E-1,-2.326266050E0
1.417418914E2,-1.734209955E-1,2.267960012E-1,-2.379935026E0
1.417469009E2,-4.530699924E-2,2.865079939E-1,-2.497725010E0
1.417519105E2,2.279799990E-2,2.804920077E-1,-2.612179995E0
1.417569202E2,-1.257599983E-2,2.862760127E-1,-2.658854961E0
1.417619298E2,-2.923100069E-2,2.679699957E-1,-2.713875055E0
1.417669393E2,-4.277100042E-2,2.525070012E-1,-2.681607962E0
1.417719489E2,-1.018389985E-1,2.412420064E-1,-2.499897957E0
1.417769585E2,-8.080600202E-2,2.345280051E-1,-2.401060104E0
1.417819680E2,1.891000010E-2,1.947589964E-1,-2.275274038E0
1.417869778E2,-6.020699814E-2,1.620990038E-1,-2.116439104E0
1.417919873E2,-2.211160064E-1,1.782560050E-1,-1.904476047E0
1.417969968E2,-3.031170070E-1,1.630199999E-1,-1.583405972E0
1.418020064E2,-4.600490034E-1,1.666920036E-1,-1.271808982E0
1.418070160E2,-5.823619962E-1,1.033419967E-1,-9.354159832E-1
1.418120255E2,-5.982679725E-1,6.312700361E-2,-5.683060288E-1
1.418170353E2,-6.693170071E-1,6.866499782E-2,-3.313759863E-1
1.418220448E2,-6.542689800E-1,3.693300113E-2,-2.374549955E-1
1.418270544E2,-6.536620259E-1,-2.580099925E-2,-8.135200292E-2
1.418320639E2,-6.353319883E-1,-5.782200024E-2,-2.415700071E-2
1.418370735E2,-4.810389876E-1,-6.003199890E-2,-6.290099770E-2
1.418420830E2,-3.906559944E-1,3.160000080E-3,-7.129099965E-2
1.418470926E2,-2.801539898E-1,2.496900037E-2,1.457830071E-1
1.418521024E2,-1.005669981E-1,-2.526599914E-2,3.562630117E-1
1.418571119E2,3.000999987E-2,4.993800074E-2,5.366129875E-1
1.418621214E2,1.356119961E-1,6.253600121E-2,7.827010155E-1
1.418671310E2,2.536689937E-1,4.400699958E-2,1.160786986E0
1.418721406E2,3.843410015E-1,3.346199915E-2,1.626863003E0
1.418771501E2,4.756560028E-1,-1.578200050E-2,1.996592045E0
1.418821599E2,3.970249891E-1,-5.214700103E-2,2.354532957E0
1.418871694E2,2.183119953E-1,-4.324899986E-2,2.542572021E0
1.418921789E2,6.243000180E-2,-5.310200155E-2,2.582010984E0
1.418971885E2,-9.951499850E-2,-7.981300354E-2,2.460869074E0
1.419021981E2,-3.110870123E-1,-1.110590026E-1,2.251113892E0
1.419072076E2,-4.331640005E-1,-1.050449982E-1,1.991500974E0
1.419122174E2,-5.585989952E-1,-7.249800116E-2,1.645907044E0
1.419172269E2,-7.146170139E-1,-2.448200062E-2,1.212903976E0
1.419222365E2,-8.876720071E-1,5.270500109E-2,8.494790196E-1
1.419272460E2,-1.055575967E0,1.611229926E-1,6.070870161E-1
1.419322556E2,-1.095551014E0,2.126139998E-1,4.791359901E-1
1.419372652E2,-1.066100001E0,2.259510010E-1,4.271099865E-1
1.419422747E2,-1.040099025E0,3.087500036E-1,5.471500158E-1
1.419472845E2,-9.513159990E-1,3.407059908E-1,7.669910192E-1
1.419522940E2,-7.618110180E-1,2.401629984E-1,1.059350014E0
1.419573035E2,-5.456219912E-1,1.036759987E-1,1.420994043E0
1.419623131E2,-1.871110052E-1,-9.034799784E-2,1.731583953E0
1.419673227E2,3.206200004E-1,-3.751659989E-1,2.032224894E0
1.419723322E2,7.996870279E-1,-6.393150091E-1,2.449961901E0
1.419773420E2,1.222205997E0,-8.981080055E-1,2.913821936E0
1.419823515E2,1.555876970E0,-1.141198993E0,3.348289013E0
1.419873610E2,1.687770963E0,-1.256860018E0,3.675314903E0
1.419923706E2,1.582677007E0,-1.241374016E0,3.941904068E0
1.419973802E2,1.445444942E0,-1.201604009E0,4.329954147E0
1.420023898E2,1.211099982E0,-1.073217034E0,4.644977093E0
1.420073993E2,8.519830108E-1,-9.779070020E-1,4.709101200E0
1.420124091E2,4.743509889E-1,-9.880269766E-1,4.510022163E0
1.420174186E2,4.899999872E-2,-9.877780080E-1,4.259041786E0
1.420224281E2,-4.799480140E-1,-9.322800040E-1,3.742189884E0
1.420274377E2,-9.574980140E-1,-9.505199790E-1,3.263521910E0
1.420324473E2,-1.258795023E0,-9.542019963E-1,2.922636986E0
1.420374568E2,-1.535020947E0,-8.928099871E-1,2.570008039E0
1.420424664E2,-1.658084035E0,-8.225499988E-1,2.210721970E0
1.420474759E2,-1.707430005E0,-7.002120018E-1,1.999622941E0
1.420524857E2,-1.578649998E0,-5.900149941E-1,1.866350055E0
1.420574952E2,-1.138188004E0,-7.457090020E-1,1.820044994E0
1.420625048E2,-8.132100105E-1,-7.730609775E-1,1.553125024E0
1.420675144E2,-5.178760290E-1,-6.048020124E-1,1.317726016E0
1.420725239E2,-1.306730062E-1,-4.362150133E-1,1.225785971E0
1.420775335E2,3.318929970E-1,-3.316139877E-1,1.183645010E0
1.420825432E2,8.362039924E-1,-2.302920073E-1,1.086999059E0
1.420875528E2,1.411118984E0,-2.270829976E-1,1.079970956E0
1.420925623E2,1.851227045E0,-1.511839926E-1,1.072639942E0
1.420975719E2,2.025543928E0,6.085399911E-2,9.381809831E-1
1.421025815E2,2.050529003E0,1.538150012E-1,7.752799988E-1
1.421075910E2,1.906316042E0,2.397810072E-1,5.958799720E-1
1.421126008E2,1.603485942E0,2.312889993E-1,4.751349986E-1
1.421176103E2,1.216474056E0,2.087849975E-1,3.049510121E-1
1.421226199E2,8.230460286E-1,1.207799986E-1,1.246770024E-1
1.421276294E2,4.256789982E-1,8.501099795E-2,-2.650599927E-2
1.421326390E2,1.217510030E-1,7.299800217E-2,-1.161679998E-1
1.421376485E2,-7.012999803E-2,5.571499839E-2,-6.604400277E-2
1.421426581E2,-6.739900261E-2,3.734600171E-2,3.815999953E-3
1.421476676E2,-7.746200264E-2,6.157699972E-2,3.324000165E-2
1.421526774E2,-1.598529965E-1,6.791400164E-2,3.418099880E-2
1.421576869E2,-2.096610069E-1,5.635900050E-2,-5.185000133E-3
1.421626965E2,-2.694880068E-1,6.156999990E-2,-1.662890017E-1
1.421677061E2,-3.822300136E-1,6.990499794E-2,-3.269760013E-1
1.421727156E2,-3.984099925E-1,2.880099975E-2,-4.965850115E-1
1.421777252E2,-3.560189903E-1,-8.708000183E-3,-7.375450134E-1
1.421827350E2,-3.533500135E-1,-8.820000105E-3,-9.040459991E-1
1.421877445E2,-3.393119872E-1,5.401900038E-2,-9.529399872E-1
1.421927540E2,-2.226710021E-1,9.673900157E-2,-9.779440165E-1
1.421977637E2,-3.672900051E-2,1.347430050E-1,-1.063573003E0
1.422027732E2,1.665399969E-1,1.603859961E-1,-1.138478994E0
1.422077827E2,3.146040142E-1,1.835550070E-1,-1.241124988E0
1.422127923E2,4.186330140E-1,1.920599937E-1,-1.435693026E0
1.422178018E2,4.309819937E-1,1.702719927E-1,-1.602017045E0
1.422228116E2,3.605639935E-1,1.978619993E-1,-1.775226951E0
1.422278211E2,2.592299879E-1,2.389619946E-1,-2.040894032E0
1.422328307E2,1.673420072E-1,1.960480064E-1,-2.281225920E0
1.422378403E2,9.399399906E-2,1.284379959E-1,-2.467242002E0
1.422428498E2,7.188600302E-2,1.115019992E-1,-2.615780115E0
1.422478593E2,1.112890020E-1,3.888399899E-2,-2.691318035E0
1.422528691E2,1.555770040E-1,7.276300341E-2,-2.797607899E0
1.422578786E2,2.926810086E-1,7.820700109E-2,-2.958519936E0
1.422628882E2,4.779469967E-1,4.825000092E-2,-3.026803970E0
1.422678978E2,6.298930049E-1,2.860400081E-2,-3.056440115E0
1.422729073E2,6.586509943E-1,5.728799850E-2,-3.124012947E0
1.422779169E2,6.427789927E-1,8.990199864E-2,-3.292279005E0
1.422829266E2,6.723840237E-1,5.823199823E-2,-3.375900030E0
1.422879362E2,7.186470032E-1,7.221399993E-2,-3.289820910E0
1.422929457E2,7.095180154E-1,5.009200051E-2,-3.199484110E0
1.422979553E2,7.109469771E-1,9.018000215E-3,-3.130806923E0
1.423029648E2,7.239699960E-1,1.645400003E-2,-3.038614988E0
1.423079744E2,7.664020061E-1,-7.626199722E-2,-2.915299892E0
1.423129839E2,8.038240075E-1,-1.074389964E-1,-2.683259964E0
1.423179935E2,8.278629780E-1,-1.178150028E-1,-2.439941883E0
1.423230032E2,7.797979712E-1,-8.042400330E-2,-2.146390915E0
1.423280128E2,6.963899732E-1,-6.684699655E-2,-1.866042972E0
1.423330223E2,6.604130268E-1,-1.375630051E-1,-1.496018052E0
1.423380320E2,6.305959821E-1,-1.892459989E-1,-1.222282052E0
1.423430415E2,6.245989799E-1,-1.997970045E-1,-9.367660284E-1
1.423480510E2,6.806690097E-1,-2.553659976E-1,-5.241190195E-1
1.423530606E2,6.887829900E-1,-2.790490091E-1,-1.623000056E-1
1.423580703E2,7.749090195E-1,-2.989349961E-1,1.371999979E-1
1.423630799E2,8.403270245E-1,-3.473129869E-1,2.692070007E-1
1.423680895E2,8.475409746E-1,-3.582789898E-1,3.412590027E-1
1.423730990E2,8.912439942E-1,-4.022809863E-1,4.469119906E-1
1.423781086E2,8.830940127E-1,-4.970780015E-1,4.659200013E-1
1.423831181E2,8.484209776E-1,-4.995900095E-1,5.387750268E-1
1.423881276E2,8.344269991E-1,-4.952709973E-1,6.588749886E-1
1.423931374E2,7.616410255E-1,-4.929479957E-1,8.262040019E-1
1.423981469E2,7.126410007E-1,-5.469740033E-1,1.148157954E0
1.424031565E2,7.688609958E-1,-6.103399992E-1,1.492807984E0
1.424081660E2,8.154810071E-1,-6.653550267E-1,1.765290022E0
1.424131756E2,8.709599972E-1,-7.920560241E-1,2.109769106E0
1.424181852E2,8.489720225E-1,-9.109219909E-1,2.382674932E0
1.424231947E2,6.103029847E-1,-8.710380197E-1,2.665632010E0
1.424282045E2,4.279560149E-1,-8.097540140E-1,2.992129087E0
1.424332140E2,2.425529957E-1,-7.800289989E-1,3.297950029E0
1.424382236E2,2.883099951E-2,-7.545670271E-1,3.570960045E0
1.424432332E2,-1.106489971E-1,-7.584589720E-1,3.722275019E0
1.424482427E2,-1.782860011E-1,-7.765809894E-1,3.639358997E0
1.424532523E2,-1.943649948E-1,-7.146490216E-1,3.575939894E0
1.424582621E2,-1.583929956E-1,-5.917040110E-1,3.347675085E0
1.424632716E2,-4.851200059E-2,-4.538100064E-1,2.892294884E0
1.424682811E2,2.114969939E-1,-5.370360017E-1,2.322505951E0
1.424732907E2,4.698689878E-1,-6.585530043E-1,1.547620058E0
1.424783003E2,6.390140057E-1,-6.532760262E-1,7.449210286E-1
1.424833098E2,7.514219880E-1,-5.825729966E-1,6.774199754E-2
1.424883194E2,7.342820168E-1,-5.864610076E-1,-5.363010168E-1
1.424933289E2,6.462609768E-1,-4.083490074E-1,-8.786699772E-1
1.424983387E2,6.720929742E-1,-2.419510037E-1,-1.069656968E0
1.425033482E2,6.443330050E-1,-2.364050001E-1,-1.079509020E0
1.425083577E2,5.466300249E-1,-3.231590092E-1,-9.019749761E-1
1.425133674E2,4.526700079E-1,-3.943949938E-1,-4.807910025E-1
1.425183769E2,1.828130037E-1,-3.648679852E-1,2.843500078E-1
1.425233864E2,-1.180059984E-1,-2.655510008E-1,1.132637024E0
1.425283962E2,-3.601889908E-1,-1.960979998E-1,1.882029057E0
1.425334057E2,-5.188249946E-1,-1.726769954E-1,2.373065948E0
1.425384153E2,-6.288419962E-1,-1.831749976E-1,2.724153042E0
1.425434249E2,-7.950739861E-1,-1.392610073E-1,2.995642900E0
1.425484344E2,-9.775080085E-1,-1.727299951E-2,3.136821985E0
1.425534440E2,-1.054775000E0,1.239639968E-1,3.164205074E0
1.425584535E2,-1.035107017E0,2.117770016E-1,2.973217964E0
1.425634633E2,-8.697800040E-1,1.931650043E-1,2.626847982E0
1.425684728E2,-6.497740149E-1,1.557430029E-1,2.147768974E0
1.425734824E2,-4.481019974E-1,1.945610046E-1,1.636801958E0
1.425784919E2,-2.592520118E-1,2.901580036E-1,1.131881952E0
1.425835015E2,-7.626099885E-2,4.191200137E-1,6.783779860E-1
1.425885111E2,1.555899978E-1,4.920189977E-1,2.835209966E-1
1.425935206E2,3.601860106E-1,4.977569878E-1,-2.318299934E-2
1.425985301E2,5.424500108E-1,5.339210033E-1,-2.510130107E-1
1.426035399E2,6.185849905E-1,5.696190000E-1,-3.783780038E-1
1.426085494E2,6.940169930E-1,6.048330069E-1,-3.891609907E-1
1.426135590E2,6.243289709E-1,6.867740154E-1,-3.528079987E-1
1.426185686E2,4.846729934E-1,6.910859942E-1,-3.690769970E-1
1.426235781E2,3.150019944E-1,7.114899755E-1,-3.455199897E-1
1.426285877E2,8.540800214E-2,7.480440140E-1,-2.686350048E-1
1.426335974E2,-1.699589938E-1,7.529730201E-1,-2.832030058E-1
1.426386070E2,-3.199479878E-1,7.085790038E-1,-2.795580029E-1
1.426436165E2,-4.812209904E-1,6.711559892E-1,-2.420819998E-1
1.426486260E2,-6.475020051E-1,6.201599836E-1,-2.308499962E-1
1.426536356E2,-8.110640049E-1,6.108270288E-1,-2.434500009E-1
1.426586452E2,-9.428520203E-1,5.901499987E-1,-3.228200078E-1
1.426636547E2,-1.028596997E0,5.435889959E-1,-4.754799902E-1
1.426686642E2,-1.091810942E0,4.824030101E-1,-6.359040141E-1
1.426736740E2,-1.058380961E0,4.269939959E-1,-7.939640284E-1
1.426786836E2,-9.814670086E-1,4.057039917E-1,-1.058544993E0
1.426836931E2,-8.590850234E-1,3.933219910E-1,-1.402775049E0
1.426887026E2,-7.322980165E-1,3.578900099E-1,-1.742494941E0
1.426937122E2,-5.951200128E-1,3.304130137E-1,-2.073050022E0
1.426987218E2,-4.933589995E-1,3.224999905E-1,-2.389580965E0
1.427037313E2,-3.454929888E-1,2.348989993E-1,-2.639650106E0
1.427087411E2,-1.820389926E-1,2.284670025E-1,-2.746696949E0
1.427137506E2,-3.417899832E-2,2.714729905E-1,-2.825088978E0
1.427187602E2,3.651599959E-2,3.626460135E-1,-2.769098043E0
1.427237698E2,6.814099848E-2,4.182200134E-1,-2.705777884E0
1.427287793E2,8.430100232E-2,3.958060145E-1,-2.688184023E0
1.427337889E2,-2.967000008E-3,3.499670029E-1,-2.611558914E0
1.427387987E2,-1.997170001E-1,3.701440096E-1,-2.544481993E0
1.427438082E2,-4.718930125E-1,4.204050004E-1,-2.465868950E0
1.427488177E2,-8.158699870E-1,5.242130160E-1,-2.399818897E0
1.427538273E2,-1.123906970E0,5.159019828E-1,-2.388479948E0
1.427588369E2,-1.245962024E0,4.652819932E-1,-2.307272911E0
1.427638464E2,-1.288292050E0,4.615209997E-1,-2.274435997E0
1.427688560E2,-1.334748983E0,4.893299937E-1,-2.323838949E0
1.427738655E2,-1.280593038E0,5.094119906E-1,-2.425235987E0
1.427788753E2,-1.104966044E0,4.943169951E-1,-2.476871014E0
1.427838848E2,-8.211389780E-1,4.989359975E-1,-2.515328884E0
1.427888944E2,-6.083160043E-1,5.364310145E-1,-2.555018902E0
1.427939039E2,-3.928489983E-1,6.070619822E-1,-2.480832100E0
1.427989135E2,-5.049499869E-2,4.978590012E-1,-2.334270000E0
1.428039231E2,2.556610107E-1,3.423259854E-1,-2.021895885E0
1.428089326E2,5.054119825E-1,2.292309999E-1,-1.587111950E0
1.428139424E2,7.214300036E-1,1.308899969E-1,-1.143731952E0
1.428189519E2,6.615989804E-1,1.823389977E-1,-7.052810192E-1
1.428239614E2,6.551899910E-1,1.533579975E-1,-2.931759953E-1
1.428289710E2,6.665390134E-1,-4.876900092E-2,2.179059982E-1
1.428339806E2,5.361589789E-1,-2.121050060E-1,6.093389988E-1
1.428389901E2,2.938089967E-1,-3.067809939E-1,6.537610292E-1
1.428439997E2,-1.266230047E-1,-3.947989941E-1,5.427669883E-1
1.428490092E2,-5.444620252E-1,-4.335370064E-1,4.847750068E-1
1.428540190E2,-8.615769744E-1,-4.918079972E-1,4.698809981E-1
1.428590285E2,-1.151958942E0,-5.307970047E-1,4.798969924E-1
1.428640381E2,-1.310232997E0,-5.894010067E-1,5.888879895E-1
1.428690476E2,-1.316712022E0,-7.369109988E-1,8.101429939E-1
1.428740572E2,-1.193097949E0,-9.044910073E-1,1.107239962E0
1.428790668E2,-1.059126973E0,-1.090708971E0,1.508739948E0
1.428840763E2,-1.059874058E0,-1.151286006E0,2.089015961E0
1.428890861E2,-1.048344016E0,-1.192203999E0,2.692032099E0
1.428940956E2,-9.663640261E-1,-1.261402011E0,3.099642038E0
1.428991051E2,-9.365509748E-1,-1.322474957E0,3.404449940E0
1.429041147E2,-8.850880265E-1,-1.393599033E0,3.634244919E0
1.429091243E2,-8.636440039E-1,-1.392189026E0,3.813275099E0
1.429141338E2,-9.090920091E-1,-1.297459006E0,3.885654926E0
