"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.917315935E0,1.308269948E-1,4.072599858E-2,2.132399939E-2
1.922326397E0,1.580609977E-1,2.126500010E-2,-5.321700126E-2
1.927337077E0,1.693730056E-1,4.650500044E-2,-8.952300251E-2
1.932347618E0,1.589459926E-1,8.177600056E-2,-1.616699994E-1
1.937358075E0,1.194370016E-1,6.372100115E-2,-1.905400008E-1
1.942368537E0,1.175580025E-1,6.714999676E-2,-2.097389996E-1
1.947379226E0,8.026800305E-2,8.292199671E-2,-2.001889944E-1
1.952389690E0,5.308099836E-2,8.601000160E-2,-1.689659953E-1
1.957400226E0,8.249999955E-4,7.562199980E-2,-1.592690051E-1
1.962410690E0,-1.849999971E-4,5.523300171E-2,-1.806540042E-1
1.967421395E0,7.373999804E-3,6.620100141E-2,-1.375080049E-1
1.972431858E0,1.581799984E-2,5.085099861E-2,-1.039780006E-1
1.977442334E0,4.907099903E-2,2.602499910E-2,-9.691300243E-2
1.982452870E0,2.438900061E-2,3.253300115E-2,-1.099999994E-2
1.987463582E0,3.798900172E-2,2.908200026E-2,9.654700011E-2
1.992474045E0,4.793199897E-2,7.154300064E-2,1.513749957E-1
1.997484582E0,2.145200036E-2,1.607700065E-2,1.847939938E-1
2.002495045E0,-2.408399992E-2,-4.534999840E-3,2.444960028E-1
2.007505512E0,-5.634900182E-2,1.181900036E-2,3.042609990E-1
2.012515973E0,-7.451400161E-2,9.275999852E-3,4.072439969E-1
2.017526683E0,-9.945899993E-2,-1.419999986E-3,4.767520130E-1
2.022537223E0,-9.194999933E-2,-2.719400078E-2,4.912460148E-1
2.027547685E0,-1.235200018E-1,-1.284200046E-2,4.794070125E-1
2.032558146E0,-1.043049991E-1,-4.784999881E-3,4.342530072E-1
2.037568837E0,-9.894400090E-2,5.634000059E-3,3.412539959E-1
2.042579300E0,-8.462499827E-2,2.338800021E-2,2.531149983E-1
2.047589823E0,-7.679600269E-2,5.076099932E-2,1.243280023E-1
2.052600286E0,-1.659899950E-2,4.659000039E-2,-2.349499986E-2
2.057610977E0,5.115700141E-2,7.909300178E-2,-1.474989951E-1
2.062621440E0,4.974099994E-2,7.123699784E-2,-1.996790022E-1
2.067631896E0,3.741300106E-2,3.155799955E-2,-1.991939992E-1
2.072642432E0,2.899100073E-2,3.551499918E-2,-1.821220070E-1
2.077652896E0,2.182300016E-2,1.943000033E-2,-1.483139992E-1
2.082663586E0,-1.403999981E-3,-5.824999884E-3,-8.827300370E-2
2.087674122E0,-4.415199906E-2,-1.802100055E-2,-2.355300076E-2
2.092684583E0,-6.407999992E-2,-3.805999830E-2,1.004599966E-2
2.097695041E0,-6.789000332E-2,-8.539599925E-2,8.911199868E-2
2.102705731E0,-1.245580018E-1,-9.304299951E-2,1.560250074E-1
2.107716208E0,-1.408299953E-1,-9.827800095E-2,1.464380026E-1
2.112726745E0,-1.601939946E-1,-1.065410003E-1,9.143699706E-2
2.117737218E0,-1.512199938E-1,-1.030369997E-1,5.805899948E-2
2.122747680E0,-1.496870071E-1,-1.126419976E-1,2.234500088E-2
2.127758350E0,-1.361099929E-1,-1.192589998E-1,1.535000000E-2
2.132768814E0,-9.975600243E-2,-9.412299842E-2,-3.239599988E-2
2.137779350E0,-8.052700013E-2,-8.794800192E-2,-3.702199832E-2
2.142789814E0,-5.327500030E-2,-4.642299935E-2,1.428000047E-3
2.147800485E0,-3.319200128E-2,-4.946900159E-2,2.321700007E-2
2.152810949E0,-2.470000088E-2,-1.103919968E-1,1.862999983E-3
2.157821410E0,-1.040900033E-2,-1.067420021E-1,-2.982999897E-3
2.162831947E0,4.120000172E-3,-6.574200094E-2,5.918399990E-2
2.167842620E0,-1.283499971E-2,-3.834500164E-2,7.116500288E-2
2.172853084E0,-3.913000226E-3,-1.645099930E-2,2.581400052E-2
2.177863587E0,4.592400044E-2,-2.820999920E-2,9.251999669E-3
2.182874051E0,5.909800157E-2,-6.566199660E-2,-3.860900179E-2
2.187884526E0,8.240900189E-2,-7.112900168E-2,-1.608760059E-1
2.192894988E0,5.408300087E-2,-3.553099930E-2,-2.161280066E-1
2.197905688E0,5.630999804E-3,1.644100063E-2,-2.687290013E-1
2.202916229E0,2.573199943E-2,2.386300080E-2,-3.185729980E-1
2.207926690E0,6.005299836E-2,-1.596600004E-2,-3.828029931E-1
2.212937147E0,7.144600153E-2,-7.639999967E-3,-3.682979941E-1
2.217947837E0,7.335200161E-2,1.415299997E-2,-3.538610041E-1
2.222958301E0,5.195200071E-2,2.479999966E-4,-2.675859928E-1
2.227968827E0,5.022599921E-2,-4.178699851E-2,-2.149239928E-1
2.232979291E0,5.015299842E-2,-9.343600273E-2,-1.505080014E-1
2.237989742E0,-1.808000030E-3,-7.066799700E-2,1.661599986E-2
2.243000432E0,-6.641300023E-2,-3.036800027E-2,1.551810056E-1
2.248010891E0,-1.053349972E-1,3.932000138E-3,2.293750048E-1
2.253021428E0,-9.238699824E-2,-1.608099975E-2,2.870549858E-1
2.258032115E0,-7.267999649E-2,-3.378700092E-2,3.374989927E-1
2.263042578E0,-4.705899954E-2,-4.224200174E-2,3.208419979E-1
2.268053129E0,-2.820499986E-2,-6.109499931E-2,2.993440032E-1
2.273063592E0,3.056400083E-2,-5.108999833E-2,2.753750086E-1
2.278074040E0,2.538499981E-2,-4.824800044E-2,2.154880017E-1
2.283084730E0,2.409199998E-2,-1.317199972E-2,1.867949963E-1
2.288095184E0,2.470999956E-3,1.386800036E-2,1.151800007E-1
2.293105645E0,1.235999982E-3,-3.577699885E-2,-8.926000446E-3
2.298116197E0,1.488700043E-2,-5.719099939E-2,-3.506800160E-2
2.303126660E0,-2.662700042E-2,-2.577899955E-2,-3.020800091E-2
2.308137336E0,-4.365700111E-2,1.056599990E-2,-3.231700137E-2
2.313147799E0,-5.006200075E-2,-3.886000020E-3,-7.491300255E-2
2.318158336E0,-6.314899772E-2,2.827700041E-2,-2.175699919E-2
2.323168809E0,-5.635600165E-2,1.954199933E-2,-3.783399984E-2
2.328179271E0,-5.824900046E-2,-3.142400086E-2,-1.161919981E-1
2.333189946E0,-5.088000000E-2,-6.279000081E-3,-1.397060007E-1
2.338200410E0,-9.301400185E-2,1.490600035E-2,-1.607130021E-1
2.343210961E0,-1.166680008E-1,3.028699942E-2,-1.121509969E-1
2.348221425E0,-1.030900031E-1,4.315200076E-2,-1.138240024E-1
2.353232129E0,-1.035740003E-1,-5.388800055E-2,-1.227110028E-1
2.358242593E0,-1.047910005E-1,-9.618400037E-2,-8.909899741E-2
2.363253129E0,-1.400060058E-1,-7.636799663E-2,-1.987300068E-2
2.368263593E0,-1.608069986E-1,-6.477600336E-2,5.426200107E-2
2.373274288E0,-1.687279940E-1,-5.131600052E-2,1.164909974E-1
2.378284752E0,-1.334169954E-1,-3.422300145E-2,1.788109988E-1
2.383295213E0,-1.229690015E-1,-5.471299961E-2,1.669519991E-1
2.388305755E0,-9.833200276E-2,-4.056400061E-2,1.358689964E-1
2.393316218E0,-1.733800024E-2,-9.294000268E-2,9.770300239E-2
2.398326922E0,2.419799939E-2,-1.341170073E-1,1.190029979E-1
2.403337386E0,5.342999939E-3,-7.148700207E-2,8.975300193E-2
2.408347937E0,5.311999936E-3,-2.156599984E-2,1.159640029E-1
2.413358401E0,-4.463399947E-2,7.294000126E-3,9.934999794E-2
2.418368863E0,-2.286799997E-2,5.238199979E-2,1.189469993E-1
2.423379558E0,-9.894999675E-3,-6.487800181E-2,8.131600171E-2
2.428390021E0,1.405099966E-2,-1.226700023E-1,4.780000076E-3
2.433400573E0,-7.257999852E-3,-6.325600296E-2,-5.063000135E-3
2.438411265E0,-2.224900015E-2,-4.049300030E-2,3.336500004E-2
2.443421743E0,-2.740200050E-2,-5.300000194E-4,1.341720074E-1
2.448432204E0,2.603700012E-2,1.231500041E-2,9.628199786E-2
2.453442746E0,5.744700134E-2,2.117099985E-2,6.794399768E-2
2.458453209E0,7.116500288E-2,-1.375799999E-2,6.830699742E-2
2.463463895E0,1.000770032E-1,-7.216700166E-2,8.761499822E-2
2.468474358E0,8.802399784E-2,-7.754100114E-2,8.019600064E-2
2.473484806E0,2.187100053E-2,-5.115199834E-2,6.798300147E-2
2.478495342E0,-2.426899970E-2,-1.518000010E-2,1.398539990E-1
2.483505815E0,-8.360400051E-2,-1.090400014E-2,1.832640022E-1
2.488516505E0,-7.156000286E-2,-8.118200302E-2,1.429910064E-1
2.493526969E0,-1.015599966E-1,-9.560000151E-2,3.527500108E-2
2.498537430E0,-1.403490007E-1,-4.979100078E-2,-5.803300068E-2
2.503547982E0,-8.085799962E-2,-3.200300038E-2,-1.198330000E-1
2.508558445E0,-2.760300040E-2,-3.931700066E-2,-2.055740058E-1
2.513569145E0,-9.083000012E-3,-6.191200018E-2,-2.412129939E-1
2.518579608E0,1.100200042E-2,-2.182000084E-3,-2.579439878E-1
2.523590140E0,8.822999895E-3,3.951900080E-2,-2.241580039E-1
2.528600603E0,7.358999923E-3,3.155900165E-2,-1.686830074E-1
2.533611293E0,4.220999777E-3,-5.351000000E-3,-1.492539942E-1
2.538621757E0,1.670899987E-2,-4.562300071E-2,-1.180920005E-1
2.543632289E0,2.670300007E-2,-2.467199974E-2,-4.888100177E-2
2.548642753E0,5.067000166E-3,9.332999587E-3,-6.099700183E-2
2.553653210E0,5.700699985E-2,2.827199921E-2,-8.482900262E-2
2.558663671E0,8.534699678E-2,5.292500183E-2,-1.613380015E-1
2.563674356E0,1.213280037E-1,2.259399928E-2,-1.491470039E-1
2.568684897E0,1.595959961E-1,2.650200017E-2,-1.252550036E-1
2.573695368E0,1.348319948E-1,1.389900036E-2,-8.708799630E-2
2.578706059E0,1.091030017E-1,1.471600030E-2,-2.025399916E-2
2.583716522E0,1.035929993E-1,-2.001599967E-2,7.292100042E-2
2.588726984E0,4.181800038E-2,-2.561799996E-2,1.060229987E-1
2.593737505E0,5.394999869E-3,-1.710899919E-2,1.416189969E-1
2.598747969E0,1.826000051E-3,-2.669399977E-2,1.749520004E-1
2.603758640E0,-3.134299815E-2,-2.446099930E-2,1.603910029E-1
2.608769104E0,-2.181800082E-2,-2.113799937E-2,1.196260005E-1
2.613779570E0,-2.070900053E-2,1.447500009E-2,4.060800001E-2
2.618790107E0,-3.860599920E-2,-1.104099955E-2,-6.209700182E-2
2.623800589E0,-3.959700093E-2,-3.249299899E-2,-1.624689996E-1
2.628811280E0,-5.854099989E-2,-3.978500143E-2,-2.342379987E-1
2.633821839E0,-8.173199743E-2,1.958000008E-3,-2.653209865E-1
2.638832301E0,-9.463299811E-2,1.747700013E-2,-2.506870031E-1
2.643842762E0,-1.295800060E-1,1.901599951E-2,-2.599700093E-1
2.648853453E0,-6.975000352E-2,2.753000008E-3,-2.237509936E-1
2.653863921E0,-3.838799894E-2,-3.676899895E-2,-1.519249976E-1
2.658874458E0,-1.640900038E-2,-4.308899865E-2,-6.368900090E-2
2.663884921E0,-2.924600057E-2,-1.714799926E-2,1.247600000E-2
2.668895383E0,-5.210699886E-2,-4.380499944E-2,8.167900145E-2
2.673906049E0,-6.365299970E-2,-2.099999972E-2,1.771759987E-1
2.678916513E0,-4.413000122E-2,-1.983400062E-2,1.627130061E-1
2.683927039E0,-5.911999848E-3,-2.707600035E-2,1.051559970E-1
2.688937503E0,4.735999927E-2,-3.244899958E-2,1.073710024E-1
2.693947949E0,6.616699696E-2,-9.561999701E-3,5.198099837E-2
2.698958639E0,9.414499998E-2,3.412999911E-3,3.867000109E-3
2.703969123E0,6.345099956E-2,3.191199899E-2,-3.569999943E-3
2.708979659E0,9.706400335E-2,1.768199913E-2,-3.236100078E-2
2.713990113E0,1.016480029E-1,2.329000039E-3,-3.496199846E-2
2.719000803E0,7.016099989E-2,7.648000028E-3,-1.371200010E-2
2.724011330E0,5.776000209E-3,1.785499975E-2,2.828000113E-3
2.729021791E0,-4.512500018E-2,-8.518000133E-3,1.478600036E-2
2.734032237E0,-7.903700322E-2,-2.988200076E-2,3.388899937E-2
2.739042927E0,-5.934499949E-2,-2.758700028E-2,4.816300049E-2
2.744053378E0,-5.485299975E-2,8.077000268E-3,5.285299942E-2
2.749063839E0,-4.780500010E-2,-7.275999989E-3,3.859400004E-2
2.754074376E0,-1.408599969E-2,-1.184900012E-2,7.695099711E-2
2.759084848E0,-1.903999946E-3,-6.287000142E-3,9.844700247E-2
2.764095539E0,-1.207299996E-2,7.952000014E-3,4.096899927E-2
2.769106002E0,4.009999975E-4,-2.054099925E-2,3.632500023E-2
2.774116455E0,6.723000202E-3,-2.541100048E-2,5.066899955E-2
2.779126991E0,-5.011000205E-3,-2.750599943E-2,2.700000070E-3
2.784137455E0,2.155599929E-2,-5.370099843E-2,-2.370899916E-2
2.789148145E0,2.575499937E-2,-1.563099958E-2,-6.470499933E-2
2.794158584E0,1.930399984E-2,1.441099960E-2,-8.398900181E-2
2.799169120E0,-3.928000107E-3,1.117500011E-2,-8.878099918E-2
2.804179579E0,-4.483899847E-2,1.359899994E-2,-1.462499946E-1
2.809190269E0,6.124000065E-3,2.550400048E-2,-1.389700025E-1
2.814200738E0,4.347699881E-2,-2.084800042E-2,-8.627299964E-2
2.819211274E0,3.998899832E-2,2.138100006E-2,-7.464300096E-2
2.824221734E0,1.344900019E-2,2.205000073E-2,-6.757900119E-2
2.829232195E0,-3.138999920E-3,1.250999980E-3,-4.607199878E-2
2.834242652E0,3.449099883E-2,1.616200060E-2,-5.491000134E-3
2.839253342E0,6.637799740E-2,5.643400177E-2,1.110299956E-2
2.844263891E0,1.026630029E-1,3.099600039E-2,8.663999848E-3
2.849274353E0,1.842589974E-1,3.021999961E-3,2.756500058E-2
2.854284830E0,2.670159936E-1,3.020999953E-2,6.531299651E-2
2.859295520E0,2.883290052E-1,3.355399892E-2,1.437450051E-1
2.864305992E0,2.388119996E-1,6.558299810E-2,1.407819986E-1
2.869316529E0,2.134249955E-1,7.088799775E-2,1.309500039E-1
2.874326973E0,2.007540017E-1,3.688900173E-2,1.332409978E-1
2.879337435E0,1.275759935E-1,2.223300003E-2,1.497980058E-1
2.884348139E0,4.175800085E-2,1.796700060E-2,1.784120053E-1
2.889358603E0,-2.746699937E-2,5.939599872E-2,1.760250032E-1
2.894369139E0,-1.017099991E-1,7.537899911E-2,2.170590013E-1
2.899379603E0,-1.021019965E-1,6.589200348E-2,2.008209974E-1
2.904390313E0,-9.204400331E-2,6.616900116E-2,1.797620058E-1
2.909400777E0,-8.875700086E-2,2.455900051E-2,1.515640020E-1
2.914411252E0,-9.403800219E-2,1.906899922E-2,6.092900038E-2
2.919421789E0,-9.687999636E-2,2.480099909E-2,1.104800031E-2
2.924432486E0,-6.146200001E-2,1.499100029E-2,-5.790700018E-2
2.929442950E0,-2.962199971E-2,-3.737000050E-3,-8.868099749E-2
2.934453411E0,-3.980199993E-2,-3.748700023E-2,-1.364170015E-1
2.939463948E0,9.820000269E-3,-4.599900171E-2,-1.556549966E-1
2.944474401E0,3.499500081E-2,-2.149900049E-2,-1.512009948E-1
2.949485092E0,3.161900118E-2,-3.875700012E-2,-1.898290068E-1
2.954495565E0,6.303700060E-2,-4.660199955E-2,-1.902479976E-1
2.959506027E0,1.025340036E-1,-4.792900011E-2,-1.548900008E-1
2.964516563E0,1.737149954E-1,-2.636699937E-2,-1.268209964E-1
2.969527027E0,2.074709982E-1,1.602999982E-3,-5.567200109E-2
2.974537712E0,2.075079978E-1,4.264299944E-2,2.275599912E-2
2.979548252E0,2.300840020E-1,5.677400157E-2,1.182010025E-1
2.984558641E0,1.863929927E-1,5.774600059E-2,2.352910042E-1
2.989569178E0,1.477019936E-1,1.044899970E-2,3.093959987E-1
2.994579861E0,9.595400095E-2,3.106999956E-2,3.905520141E-1
2.999590324E0,4.048800096E-2,3.414700180E-2,4.168809950E-1
3.004600851E0,2.698000055E-3,6.399000064E-3,4.026840031E-1
3.009611314E0,-4.320999980E-2,5.440000095E-4,3.477909863E-1
3.014621781E0,-1.163790002E-1,4.450000124E-4,2.666780055E-1
3.019632471E0,-1.307750046E-1,1.768000051E-2,1.665949970E-1
3.024642925E0,-1.536329985E-1,3.466200083E-2,5.229900032E-2
3.029653461E0,-1.739349961E-1,4.952599853E-2,-6.663700193E-2
3.034663925E0,-1.409189999E-1,3.654799983E-2,-1.806589961E-1
3.039674386E0,-1.153799966E-1,1.734999940E-2,-2.899900079E-1
3.044685077E0,-9.652700275E-2,1.507799979E-2,-3.683890104E-1
3.049695540E0,-3.964500129E-2,-4.250000231E-3,-3.822729886E-1
3.054706101E0,-8.179999888E-3,-1.011999976E-2,-3.079130054E-1
3.059716564E0,6.967999972E-3,-5.791000091E-3,-2.266130000E-1
3.064727241E0,3.308700025E-2,1.277900022E-2,-1.143549979E-1
3.069737704E0,3.348100185E-2,-1.094700024E-2,-2.190999920E-3
3.074748231E0,3.675600141E-2,-7.251600176E-2,7.628700137E-2
3.079758694E0,5.711600184E-2,-1.001520008E-1,2.310770005E-1
3.084769376E0,2.025200054E-2,-5.109399930E-2,3.521640003E-1
3.089779839E0,1.198999956E-2,-5.256000161E-2,4.257380068E-1
3.094790320E0,2.499599941E-2,-4.831799865E-2,4.563089907E-1
3.099800856E0,3.388699889E-2,-3.453800082E-2,4.199399948E-1
3.104811334E0,4.888600111E-2,-2.892999910E-2,3.598040044E-1
3.109821795E0,2.183900028E-2,-1.364099979E-2,2.758240104E-1
3.114832472E0,-3.049999941E-4,-3.305000020E-3,1.800770015E-1
3.119842935E0,8.720999584E-3,1.219299994E-2,4.379700124E-2
3.124853482E0,-3.501600027E-2,2.324200049E-2,-6.169000175E-3
3.129863945E0,-5.535800010E-2,3.601999953E-2,-7.754699886E-2
3.134874625E0,-6.329099834E-2,2.639899962E-2,-1.272529960E-1
3.139885089E0,-9.644900262E-2,2.784200013E-2,-1.243380010E-1
3.144895537E0,-8.376599848E-2,1.063700020E-2,-1.285579950E-1
3.149906073E0,-1.180739999E-1,1.268099993E-2,-9.464599937E-2
3.154916537E0,-1.142470017E-1,3.481999971E-3,-7.507500052E-2
3.159927227E0,-8.739099652E-2,-1.149099972E-2,-4.123599827E-2
3.164937694E0,-4.878700152E-2,-3.240099922E-2,-5.303199962E-2
3.169948231E0,-3.729299828E-2,-4.669300094E-2,-7.460299879E-2
3.174958694E0,-2.610100061E-2,-4.029700160E-2,-1.321849972E-1
3.179969376E0,-2.465900034E-2,-1.744900085E-2,-1.610230058E-1
3.184979839E0,9.899999714E-4,-5.095700175E-2,-1.203370020E-1
3.189990395E0,2.961199917E-2,-7.065200061E-2,-1.158690006E-1
3.195000858E0,5.917000026E-2,-3.731099889E-2,-6.371500343E-2
3.200011320E0,8.187899739E-2,-3.013000078E-2,2.921099961E-2
3.205022010E0,7.401899993E-2,-6.374400109E-2,1.484269947E-1
3.210032474E0,6.170000136E-2,-1.072799973E-2,2.531409860E-1
3.215043010E0,6.655599922E-2,-2.282099985E-2,2.647840083E-1
3.220053450E0,8.734700084E-2,-1.158600021E-2,2.572860122E-1
3.225063911E0,8.948700130E-2,1.601999975E-3,2.594639957E-1
3.230074602E0,8.837100118E-2,2.631800063E-2,1.923400015E-1
3.235085054E0,7.011400163E-2,4.973100126E-2,1.014700010E-1
3.240095591E0,3.880999982E-2,7.472299784E-2,2.518700063E-2
3.245106064E0,1.699900068E-2,7.026399672E-2,-2.929599956E-2
3.250116526E0,-5.514999852E-3,3.935899958E-2,-1.196290031E-1
3.255127211E0,-5.199100077E-2,4.695000127E-2,-1.908819973E-1
3.260137675E0,-8.009000123E-2,2.308600023E-2,-2.260800004E-1
3.265148192E0,-1.057439968E-1,9.406000376E-3,-2.422260046E-1
3.270158656E0,-9.807799757E-2,2.950100042E-2,-2.177550048E-1
3.275169341E0,-7.034700364E-2,2.527300082E-2,-2.196300030E-1
3.280179805E0,-6.713499874E-2,3.458400071E-2,-1.905599982E-1
3.285190341E0,-2.362300083E-2,2.293200046E-2,-1.519600004E-1
3.290200805E0,1.398999989E-2,2.518500015E-2,-1.471080035E-1
3.295211266E0,3.434700146E-2,-9.619999910E-4,-1.088489965E-1
3.300221961E0,6.513699889E-2,8.981999941E-3,-6.122000143E-2
3.305232425E0,4.069299996E-2,-2.907000016E-3,3.106999910E-3
3.310242961E0,7.817800343E-2,3.664400056E-2,1.714799926E-2
3.315253434E0,1.075609997E-1,3.668599948E-2,4.328700155E-2
3.320263896E0,9.579999745E-2,4.374799877E-2,-7.899999764E-5
3.325274605E0,4.476099834E-2,2.105100080E-2,-2.896700054E-2
3.330285068E0,1.044899970E-2,-9.740999900E-3,6.835999899E-3
3.335295605E0,-2.118800022E-2,-1.178300008E-2,5.932800099E-2
3.340306083E0,-6.025699899E-2,-8.907999843E-3,1.262390018E-1
3.345316774E0,-8.007699996E-2,9.250000003E-4,1.477430016E-1
3.350327237E0,-8.435399830E-2,-9.846000001E-3,1.334570050E-1
3.355337783E0,-7.878299803E-2,-1.563400030E-2,7.607199997E-2
3.360348246E0,-6.375399977E-2,7.081000134E-3,1.870200038E-2
3.365358713E0,-6.360799819E-2,-2.521800064E-2,-9.808000177E-3
3.370369403E0,-2.696900070E-2,-3.545600176E-2,7.019000128E-3
3.375379867E0,-2.505799942E-2,3.446999937E-3,2.110000001E-3
3.380390338E0,2.298000036E-3,1.308800001E-2,-5.044999998E-3
3.385400875E0,2.692599967E-2,-6.548999809E-3,-1.943399943E-2
3.390411338E0,3.024600074E-2,1.622799970E-2,3.783600032E-2
3.395422029E0,3.742900118E-2,-3.645000048E-3,8.561600000E-2
3.400432492E0,4.319399968E-2,1.651900075E-2,5.903200060E-2
3.405443043E0,3.625100106E-2,5.698000081E-3,3.256599978E-2
3.410453506E0,5.432499945E-2,2.179400064E-2,1.567599922E-2
3.415463968E0,6.193900108E-2,4.371900111E-2,-1.312400028E-2
3.420474668E0,6.532300264E-2,-3.202999942E-3,-4.179399833E-2
3.425485132E0,4.349499941E-2,1.140299998E-2,-7.307299972E-2
3.430495668E0,3.888100013E-2,-9.139999747E-4,-6.592600048E-2
3.435506136E0,4.951800033E-2,7.530000061E-3,-4.448899999E-2
3.440516597E0,4.286200181E-2,-8.055999875E-3,-6.854999810E-2
3.445527288E0,2.797500044E-2,1.150500029E-2,-6.154900044E-2
3.450537828E0,-2.001000103E-3,1.547500025E-2,-1.372900046E-2
3.455548290E0,-1.211600006E-2,-7.182999980E-3,6.740000099E-4
3.460558980E0,1.211700030E-2,1.994399913E-2,2.456199937E-2
3.465569443E0,-4.720000084E-3,2.093099989E-2,4.851000011E-2
3.470579915E0,4.360000021E-4,1.686099917E-2,7.009299845E-2
3.475590377E0,8.655999787E-3,-3.819999984E-3,7.006900012E-2
3.480600918E0,1.265399996E-2,-1.348199975E-2,6.272900105E-2
3.485611382E0,3.677000105E-2,5.114600062E-2,5.055600032E-2
3.490622072E0,7.751899958E-2,3.779299930E-2,-1.399500016E-2
3.495632549E0,7.901500165E-2,4.386699945E-2,-1.289280057E-1
3.500643086E0,1.032790020E-1,1.038699970E-2,-2.030439973E-1
3.505653535E0,6.674800068E-2,2.312799916E-2,-2.031430006E-1
3.510663997E0,2.923999913E-2,4.507299885E-2,-1.839649975E-1
3.515674687E0,-3.542799875E-2,4.200800136E-2,-2.196969986E-1
3.520685156E0,-6.315299869E-2,5.680700019E-2,-2.553510070E-1
3.525695692E0,-5.701800063E-2,2.784099989E-2,-2.238489985E-1
3.530706156E0,-7.326299697E-2,-6.856999826E-3,-2.021750063E-1
3.535716612E0,-7.181400061E-2,-3.290399909E-2,-1.423940063E-1
3.540727303E0,-4.932599887E-2,-5.815099925E-2,-7.083400339E-2
3.545737838E0,-6.073199958E-2,-4.475000128E-2,1.965299994E-2
3.550748300E0,-2.916100062E-2,-3.936199844E-2,1.030189991E-1
3.555758761E0,-5.891099945E-2,-3.271200135E-2,1.288810074E-1
3.560769447E0,-5.062799901E-2,-3.723900020E-2,9.504999965E-2
3.565779910E0,4.513999913E-3,-3.269400075E-2,9.952899814E-2
3.570790447E0,-3.423599899E-2,-1.957399957E-2,1.015150025E-1
3.575800915E0,-3.444699943E-2,-7.981999777E-3,9.169299901E-2
3.580811377E0,-1.359200012E-2,2.267000033E-3,4.840999842E-2
3.585822052E0,1.550299954E-2,6.769000087E-3,-1.401199959E-2
3.590832516E0,4.331399873E-2,1.022999990E-3,-4.291500151E-2
3.595842977E0,4.861100018E-2,-2.076999983E-3,-4.073299840E-2
3.600853514E0,4.043100029E-2,-3.082500026E-2,-6.489799917E-2
3.605863977E0,1.518400013E-2,-3.255100176E-2,-4.845999926E-2
3.610874668E0,7.381000090E-3,-3.363399953E-2,1.112799998E-2
3.615885112E0,9.883999825E-3,-2.927999943E-2,8.507800102E-2
3.620895649E0,1.888000057E-3,1.745000016E-3,1.781460047E-1
3.625906107E0,2.203500085E-2,-6.999999750E-4,2.713159919E-1
3.630916797E0,3.863000078E-3,1.783199981E-2,3.045879900E-1
3.635927261E0,2.991300076E-2,-1.459600031E-2,3.356530070E-1
3.640937729E0,2.460700087E-2,-1.726200059E-2,3.809579909E-1
3.645948265E0,2.643599920E-2,2.158199996E-2,3.185969889E-1
3.650958729E0,5.187600106E-2,4.792200029E-2,2.181780040E-1
3.655969190E0,5.564400181E-2,6.532000005E-2,8.917299658E-2
3.660979880E0,5.195900053E-2,7.548099756E-2,-6.843400002E-2
3.665990354E0,3.722500056E-2,9.171099961E-2,-2.211560011E-1
3.671000891E0,2.989299968E-2,7.074400038E-2,-2.971029878E-1
3.676011353E0,1.731799915E-2,6.240500137E-2,-3.587839901E-1
3.681021815E0,-3.168600053E-2,4.943799973E-2,-4.013949931E-1
3.686032505E0,-5.686299875E-2,6.120000035E-2,-4.057489932E-1
3.691042954E0,-4.584600031E-2,5.729800090E-2,-4.220559895E-1
3.696053416E0,-9.184000082E-3,-1.745000016E-3,-3.475230038E-1
3.701063963E0,3.320899978E-2,-3.859800100E-2,-2.184710056E-1
3.706074426E0,2.005299926E-2,-3.429299966E-2,-7.309199870E-2
3.711085116E0,4.240600020E-2,-1.206799969E-2,7.701200247E-2
3.716095594E0,4.745600000E-2,-1.281499956E-2,1.768469959E-1
3.721106130E0,3.306299821E-2,-4.961099848E-2,2.623310089E-1
3.726116594E0,3.711099923E-2,-7.239300013E-2,2.567879856E-1
3.731127284E0,-2.484700084E-2,-7.573699951E-2,2.871919870E-1
3.736137748E0,-6.131900102E-2,-7.998000085E-2,3.681080043E-1
3.741148194E0,-1.065739989E-1,-7.064799964E-2,4.348010123E-1
3.746158656E0,-9.807500243E-2,-6.348600239E-2,4.226999879E-1
3.751169192E0,-9.997600317E-2,-7.042399794E-2,4.322389960E-1
3.756179680E0,-1.163929999E-1,-6.411500275E-2,4.107140005E-1
3.761190370E0,-1.240710020E-1,-4.562700167E-2,3.845590055E-1
3.766200839E0,-8.841200173E-2,1.995000057E-2,3.082840145E-1
3.771211375E0,-4.676299915E-2,1.903700083E-2,1.986729950E-1
